Crop Type,District,Agro_Climactic_Zone,Soil_Type,Year,AREA(ha),Rainfall_Sowing_Kharif(mm),Rainfall_Peak_Kharif(mm),Rainfall_Flowering_Kharif(mm),Total_Rainfall(mm),Avg_Water_Deficit(m³/ha),Rainfall_Water_Ratio,Water_Deficit_Sowing_Kharif(m³/ha),Water_Deficit_Peak_Kharif(m³/ha),Water_Deficit_Flowering_Kharif(m³/ha),YIELD(kg/ha),N Ratio(kg/ha),P Ratio(kg/ha),K Ratio(kg/ha),Soil_PH,Soil N (kg/ha),Soill P (kg/ha),Soil K (kg/ha)
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2005,19.68,422.3,477.1,302.2,1201.6,2209.4895,0.84883215,1978.929716,3233.946784,1415.591999,1202.24,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2005,0.13,422.3,477.1,302.2,1201.6,2209.4895,0.84883215,1978.929716,3233.946784,1415.591999,615.38,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2005,424.33,422.3,477.1,302.2,1201.6,2209.4895,0.84883215,1978.929716,3233.946784,1415.591999,1700.89,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2005,1.91,422.3,477.1,302.2,1201.6,2209.4895,0.84883215,1978.929716,3233.946784,1415.591999,439.79,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2005,0.29,422.3,477.1,302.2,1201.6,2209.4895,0.84883215,1978.929716,3233.946784,1415.591999,689.66,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,0.22,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,454.55,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,0.14,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,571.43,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,11.48,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,1707.32,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,0.49,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,1163.27,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,43.78,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,534.49,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,20.34,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,1185.84,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,0.12,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,666.67,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,421.8,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,1580.63,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,2.32,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,487.07,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2006,1.09,247.9,451.7,351.1,1050.7,2208.320973,0.769167826,2069.583922,3189.357221,1366.021777,779.82,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,0.16,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,625,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,0.12,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,666.67,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,13.92,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,1778.02,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,0.47,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,1212.77,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,41.3,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,542.86,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,22.92,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,1299.74,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,0.11,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,727.27,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,417.92,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,1690.87,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,2.2,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,490.91,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2007,1.49,303.8,550.5,414,1268.3,2162.000857,1.089276797,2001.598958,3320.053099,1164.350515,1020.13,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,0.17,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,588.24,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,0.14,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,642.86,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,16.82,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,1785.37,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,0.53,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,1245.28,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,32.42,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,550.89,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,24.97,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,1366.44,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,0.1,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,800,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,424.95,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,1637.91,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,2.41,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,518.67,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2008,0.36,359.1,421.1,304.3,1084.5,2286.523607,0.780271513,1737.197004,3732.473017,1389.900799,944.44,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,0.16,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,625,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,0.19,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,736.84,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,15.08,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,1679.71,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,0.54,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,1296.3,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,36.53,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,575.96,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,24.01,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,1266.97,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,0.06,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,833.33,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,413.34,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,1730.42,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,2.16,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,513.89,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2009,1.34,256.3,354,295.6,905.9,2317.263729,0.585716577,1842.947847,3562.190853,1546.652487,1022.39,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,0.15,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,533.33,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,0.13,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,615.38,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,14.99,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,1217.48,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,1.16,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,1362.07,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,37.31,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,534.71,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,25.61,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,931.67,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,0.1,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,700,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,397.78,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,1852.93,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,2.15,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,479.07,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2010,1.9,141.6,295.6,231.8,669,2471.182489,0.385915258,2186.236973,3493.769293,1733.541202,989.47,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,0.04,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,750,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,0.12,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,666.67,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,19.06,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,1910.81,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,1.46,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,2171.23,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,40.59,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,454.55,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,36.59,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,1303.91,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,0.07,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,714.29,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,409.65,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,1943.34,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,0.97,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,453.61,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2011,1.47,293.1,399.2,214.3,906.6,2588.66642,0.429549061,1867.149479,3788.264327,2110.585455,1102.04,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,0.04,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,750,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,0.08,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,875,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,18.94,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,1965.15,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,0.57,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,2122.81,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,29.58,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,466.87,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,32.56,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,1406.33,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,374.12,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,1924.04,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,0.98,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,418.37,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2012,2.03,172.9,286,209.4,668.3,2412.959229,0.352784021,2160.36048,3184.157028,1894.360178,1197.04,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,0.03,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,666.67,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,0.08,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,750,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,16.34,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,1979.19,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,0.57,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,2210.53,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,40.54,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,468.67,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,37.55,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,1184.02,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,0.01,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,1000,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,394.7,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,1340.97,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,1.56,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,397.44,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2013,1.96,304.8,476.9,461.2,1242.9,2272.623281,0.902448011,1992.671364,3447.944627,1377.253852,1173.47,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,0.07,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,714.29,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,13.86,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,1964.65,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,0.56,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,2196.43,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,32.86,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,469.57,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,22.69,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,1416.48,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,0.01,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,1000,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,382.85,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,1918.27,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,1.45,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,400,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2014,0.82,397.6,400.9,271.7,1070.2,2311.33355,0.889945886,2413.379267,3318.076356,1202.545027,1158.54,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,0.02,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,500,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,0.09,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,777.78,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,10.93,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,1966.15,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,0.47,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,2170.21,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,36.16,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,466.81,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,18.45,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,1392.95,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,0.01,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,1000,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,383.52,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,2042.92,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,1.56,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,397.44,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2015,0.77,255.4,269.8,162.1,687.3,2423.446715,0.408760087,1905.441816,3683.47193,1681.426398,1194.81,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,0.03,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,666.67,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,0.07,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,857.14,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,11.55,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,2021.65,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,0.55,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,2236.36,19,19,19,5.8,120,11,190
MINOR PULSES,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,35.33,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,484.01,19,19,19,5.8,120,11,190
OILSEEDS,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,17.7,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,1516.95,19,19,19,5.8,120,11,190
PIGEONPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,0.01,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,1000,19,19,19,5.8,120,11,190
RICE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,377.78,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,2916.14,19,19,19,5.8,120,11,190
SESAMUM,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,1,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,450,19,19,19,5.8,120,11,190
SUNFLOWER,Balasore,North Eastern Coastal Plain,Alluvial Soil,2016,0.72,0,0,0,0,2924.270467,0,2537.123785,4066.225206,2169.462409,1138.89,19,19,19,5.8,120,11,190
CASTOR,Balasore,North Eastern Coastal Plain,Alluvial Soil,2017,0.04,0,0,0,0,2921.168353,0,2609.181078,4011.104641,2143.219341,750,19,19,19,5.8,120,11,190
CHICKPEA,Balasore,North Eastern Coastal Plain,Alluvial Soil,2017,0.2,0,0,0,0,2921.168353,0,2609.181078,4011.104641,2143.219341,950,19,19,19,5.8,120,11,190
GROUNDNUT,Balasore,North Eastern Coastal Plain,Alluvial Soil,2017,10.91,0,0,0,0,2921.168353,0,2609.181078,4011.104641,2143.219341,1946.84,19,19,19,5.8,120,11,190
MAIZE,Balasore,North Eastern Coastal Plain,Alluvial Soil,2017,0.32,0,0,0,0,2921.168353,0,2609.181078,4011.104641,2143.219341,2281.25,19,19,19,5.8,120,11,190
